counter_id,counter_kanji,counter_reading,counter_gloss,number,number_kanji,combined_kanji,generated_reading,jmdict_readings,source,notes,verified_reading
1120410,頁,ページ,page,1,一,一頁,いっページ,,generated,,いっページ
1120410,頁,ページ,page,2,二,二頁,にページ,,generated,,にページ
1120410,頁,ページ,page,3,三,三頁,さんページ,,generated,,さんページ
1120410,頁,ページ,page,4,四,四頁,よんページ,,generated,,よんページ
1120410,頁,ページ,page,5,五,五頁,ごページ,,generated,,ごページ
1120410,頁,ページ,page,6,六,六頁,ろっページ,,generated,6 no sokuon before p-row loanword,ろくページ
1120410,頁,ページ,page,7,七,七頁,ななページ,,generated,,ななページ
1120410,頁,ページ,page,8,八,八頁,はっページ,,generated,,はっページ
1120410,頁,ページ,page,9,九,九頁,きゅうページ,,generated,,きゅうページ
1120410,頁,ページ,page,10,十,十頁,じゅっページ,,generated,,じゅっページ
1120410,頁,ページ,page,何,何,何頁,なんページ,,generated,,なんページ
1175140,駅,えき,counter for railway stations and bus stations,1,一,一駅,いちえき,ひとえき,jmdict_mismatch,jmdict has: ひとえき; generated: いちえき; wago reading for 1,ひとえき
1175140,駅,えき,counter for railway stations and bus stations,2,二,二駅,にえき,,generated,,にえき
1175140,駅,えき,counter for railway stations and bus stations,3,三,三駅,さんえき,,generated,,さんえき
1175140,駅,えき,counter for railway stations and bus stations,4,四,四駅,よんえき,,generated,,よんえき
1175140,駅,えき,counter for railway stations and bus stations,5,五,五駅,ごえき,,generated,,ごえき
1175140,駅,えき,counter for railway stations and bus stations,6,六,六駅,ろくえき,,generated,,ろくえき
1175140,駅,えき,counter for railway stations and bus stations,7,七,七駅,ななえき,,generated,,ななえき
1175140,駅,えき,counter for railway stations and bus stations,8,八,八駅,はちえき,,generated,,はちえき
1175140,駅,えき,counter for railway stations and bus stations,9,九,九駅,きゅうえき,,generated,,きゅうえき
1175140,駅,えき,counter for railway stations and bus stations,10,十,十駅,じゅうえき,,generated,,じゅうえき
1175140,駅,えき,counter for railway stations and bus stations,何,何,何駅,なんえき,,generated,,なんえき
1194480,ヶ月,かげつ,counter for months,1,一,一ヶ月,いっかげつ,いっかげつ,jmdict_match,,いっかげつ
1194480,ヶ月,かげつ,counter for months,2,二,二ヶ月,にかげつ,,generated,,にかげつ
1194480,ヶ月,かげつ,counter for months,3,三,三ヶ月,さんかげつ,,generated,,さんかげつ
1194480,ヶ月,かげつ,counter for months,4,四,四ヶ月,よんかげつ,,generated,,よんかげつ
1194480,ヶ月,かげつ,counter for months,5,五,五ヶ月,ごかげつ,,generated,,ごかげつ
1194480,ヶ月,かげつ,counter for months,6,六,六ヶ月,ろっかげつ,,generated,,ろっかげつ
1194480,ヶ月,かげつ,counter for months,7,七,七ヶ月,ななかげつ,,generated,,ななかげつ
1194480,ヶ月,かげつ,counter for months,8,八,八ヶ月,はっかげつ,,generated,,はっかげつ
1194480,ヶ月,かげつ,counter for months,9,九,九ヶ月,きゅうかげつ,,generated,,きゅうかげつ
1194480,ヶ月,かげつ,counter for months,10,十,十ヶ月,じゅっかげつ,,generated,,じゅっかげつ
1194480,ヶ月,かげつ,counter for months,何,何,何ヶ月,なんかげつ,なんかげつ,jmdict_match,,なんかげつ
1195710,課,か,counter for lessons and chapters (of a book),1,一,一課,いっか,,generated,,いっか
1195710,課,か,counter for lessons and chapters (of a book),2,二,二課,にか,,generated,,にか
1195710,課,か,counter for lessons and chapters (of a book),3,三,三課,さんか,,generated,,さんか
1195710,課,か,counter for lessons and chapters (of a book),4,四,四課,よんか,,generated,,よんか
1195710,課,か,counter for lessons and chapters (of a book),5,五,五課,ごか,,generated,,ごか
1195710,課,か,counter for lessons and chapters (of a book),6,六,六課,ろっか,,generated,,ろっか
1195710,課,か,counter for lessons and chapters (of a book),7,七,七課,ななか,,generated,,ななか
1195710,課,か,counter for lessons and chapters (of a book),8,八,八課,はっか,,generated,,はっか
1195710,課,か,counter for lessons and chapters (of a book),9,九,九課,きゅうか,,generated,,きゅうか
1195710,課,か,counter for lessons and chapters (of a book),10,十,十課,じゅっか,,generated,,じゅっか
1195710,課,か,counter for lessons and chapters (of a book),何,何,何課,なんか,,generated,,なんか
1197050,画,かく,stroke (of a kanji),1,一,一画,いっかく,いっかく,jmdict_match,,いっかく
1197050,画,かく,stroke (of a kanji),2,二,二画,にかく,,generated,,にかく
1197050,画,かく,stroke (of a kanji),3,三,三画,さんかく,,generated,,さんかく
1197050,画,かく,stroke (of a kanji),4,四,四画,よんかく,,generated,,よんかく
1197050,画,かく,stroke (of a kanji),5,五,五画,ごかく,,generated,,ごかく
1197050,画,かく,stroke (of a kanji),6,六,六画,ろっかく,,generated,,ろっかく
1197050,画,かく,stroke (of a kanji),7,七,七画,ななかく,,generated,,ななかく
1197050,画,かく,stroke (of a kanji),8,八,八画,はっかく,,generated,,はっかく
1197050,画,かく,stroke (of a kanji),9,九,九画,きゅうかく,,generated,,きゅうかく
1197050,画,かく,stroke (of a kanji),10,十,十画,じゅっかく,,generated,,じゅっかく
1197050,画,かく,stroke (of a kanji),何,何,何画,なんかく,,generated,,なんかく
1199330,回,かい,counter for occurrences,1,一,一回,いっかい,いっかい,jmdict_match,,いっかい
1199330,回,かい,counter for occurrences,2,二,二回,にかい,にかい,jmdict_match,,にかい
1199330,回,かい,counter for occurrences,3,三,三回,さんかい,さんかい,jmdict_match,,さんかい
1199330,回,かい,counter for occurrences,4,四,四回,よんかい,,generated,,よんかい
1199330,回,かい,counter for occurrences,5,五,五回,ごかい,,generated,,ごかい
1199330,回,かい,counter for occurrences,6,六,六回,ろっかい,,generated,,ろっかい
1199330,回,かい,counter for occurrences,7,七,七回,ななかい,,generated,,ななかい
1199330,回,かい,counter for occurrences,8,八,八回,はっかい,,generated,,はっかい
1199330,回,かい,counter for occurrences,9,九,九回,きゅうかい,きゅうかい,jmdict_match,,きゅうかい
1199330,回,かい,counter for occurrences,10,十,十回,じゅっかい,じっかい/じゅっかい,jmdict_match,,じゅっかい
1199330,回,かい,counter for occurrences,何,何,何回,なんかい,なんかい,jmdict_match,,なんかい
1203020,階,かい,counter for storeys and floors of a building,1,一,一階,いっかい,いっかい,jmdict_match,,いっかい
1203020,階,かい,counter for storeys and floors of a building,2,二,二階,にかい,にかい,jmdict_match,,にかい
1203020,階,かい,counter for storeys and floors of a building,3,三,三階,さんかい,さんがい/さんかい,jmdict_match,,さんかい
1203020,階,かい,counter for storeys and floors of a building,4,四,四階,よんかい,,generated,,よんかい
1203020,階,かい,counter for storeys and floors of a building,5,五,五階,ごかい,,generated,,ごかい
1203020,階,かい,counter for storeys and floors of a building,6,六,六階,ろっかい,,generated,,ろっかい
1203020,階,かい,counter for storeys and floors of a building,7,七,七階,ななかい,,generated,,ななかい
1203020,階,かい,counter for storeys and floors of a building,8,八,八階,はっかい,,generated,,はっかい
1203020,階,かい,counter for storeys and floors of a building,9,九,九階,きゅうかい,,generated,,きゅうかい
1203020,階,かい,counter for storeys and floors of a building,10,十,十階,じゅっかい,,generated,,じゅっかい
1203020,階,かい,counter for storeys and floors of a building,何,何,何階,なんかい,なんがい/なんかい,jmdict_match,,なんかい
1208920,株,かぶ,stock;share,1,一,一株,いっかぶ,,generated,,いっかぶ
1208920,株,かぶ,stock;share,2,二,二株,にかぶ,,generated,,にかぶ
1208920,株,かぶ,stock;share,3,三,三株,さんかぶ,,generated,,さんかぶ
1208920,株,かぶ,stock;share,4,四,四株,よんかぶ,,generated,,よんかぶ
1208920,株,かぶ,stock;share,5,五,五株,ごかぶ,,generated,,ごかぶ
1208920,株,かぶ,stock;share,6,六,六株,ろっかぶ,,generated,,ろっかぶ
1208920,株,かぶ,stock;share,7,七,七株,ななかぶ,,generated,,ななかぶ
1208920,株,かぶ,stock;share,8,八,八株,はっかぶ,,generated,,はっかぶ
1208920,株,かぶ,stock;share,9,九,九株,きゅうかぶ,,generated,,きゅうかぶ
1208920,株,かぶ,stock;share,10,十,十株,じゅっかぶ,,generated,,じゅっかぶ
1208920,株,かぶ,stock;share,何,何,何株,なんかぶ,,generated,,なんかぶ
1214060,竿,さお,counter for flags (on poles);counter for long; thin Japanese sweets (e.g. yōkan),1,一,一竿,いっさお,いっかん,jmdict_mismatch,"jmdict has: いっかん; generated: いっさお; counter uses さお reading, not on-yomi かん",いっさお
1214060,竿,さお,counter for flags (on poles);counter for long; thin Japanese sweets (e.g. yōkan),2,二,二竿,にさお,,generated,,にさお
1214060,竿,さお,counter for flags (on poles);counter for long; thin Japanese sweets (e.g. yōkan),3,三,三竿,さんさお,さんかん,jmdict_mismatch,"jmdict has: さんかん; generated: さんさお; counter uses さお reading, not on-yomi かん",さんさお
1214060,竿,さお,counter for flags (on poles);counter for long; thin Japanese sweets (e.g. yōkan),4,四,四竿,よんさお,,generated,,よんさお
1214060,竿,さお,counter for flags (on poles);counter for long; thin Japanese sweets (e.g. yōkan),5,五,五竿,ごさお,,generated,,ごさお
1214060,竿,さお,counter for flags (on poles);counter for long; thin Japanese sweets (e.g. yōkan),6,六,六竿,ろっさお,,generated,6 does not get sokuon before s-row,ろくさお
1214060,竿,さお,counter for flags (on poles);counter for long; thin Japanese sweets (e.g. yōkan),7,七,七竿,ななさお,,generated,,ななさお
1214060,竿,さお,counter for flags (on poles);counter for long; thin Japanese sweets (e.g. yōkan),8,八,八竿,はっさお,,generated,,はっさお
1214060,竿,さお,counter for flags (on poles);counter for long; thin Japanese sweets (e.g. yōkan),9,九,九竿,きゅうさお,,generated,,きゅうさお
1214060,竿,さお,counter for flags (on poles);counter for long; thin Japanese sweets (e.g. yōkan),10,十,十竿,じゅっさお,,generated,,じゅっさお
1214060,竿,さお,counter for flags (on poles);counter for long; thin Japanese sweets (e.g. yōkan),何,何,何竿,なんさお,,generated,,なんさお
1214540,缶,かん,can;tin,1,一,一缶,いっかん,,generated,,いっかん
1214540,缶,かん,can;tin,2,二,二缶,にかん,,generated,,にかん
1214540,缶,かん,can;tin,3,三,三缶,さんかん,,generated,,さんかん
1214540,缶,かん,can;tin,4,四,四缶,よんかん,,generated,,よんかん
1214540,缶,かん,can;tin,5,五,五缶,ごかん,,generated,,ごかん
1214540,缶,かん,can;tin,6,六,六缶,ろっかん,,generated,,ろっかん
1214540,缶,かん,can;tin,7,七,七缶,ななかん,,generated,,ななかん
1214540,缶,かん,can;tin,8,八,八缶,はっかん,,generated,,はっかん
1214540,缶,かん,can;tin,9,九,九缶,きゅうかん,,generated,,きゅうかん
1214540,缶,かん,can;tin,10,十,十缶,じゅっかん,,generated,,じゅっかん
1214540,缶,かん,can;tin,何,何,何缶,なんかん,,generated,,なんかん
1222490,気筒,きとう,cylinder,1,一,一気筒,いっきとう,,generated,,いっきとう
1222490,気筒,きとう,cylinder,2,二,二気筒,にきとう,,generated,,にきとう
1222490,気筒,きとう,cylinder,3,三,三気筒,さんきとう,,generated,,さんきとう
1222490,気筒,きとう,cylinder,4,四,四気筒,よんきとう,,generated,,よんきとう
1222490,気筒,きとう,cylinder,5,五,五気筒,ごきとう,,generated,,ごきとう
1222490,気筒,きとう,cylinder,6,六,六気筒,ろっきとう,,generated,,ろっきとう
1222490,気筒,きとう,cylinder,7,七,七気筒,ななきとう,,generated,,ななきとう
1222490,気筒,きとう,cylinder,8,八,八気筒,はっきとう,,generated,,はっきとう
1222490,気筒,きとう,cylinder,9,九,九気筒,きゅうきとう,,generated,,きゅうきとう
1222490,気筒,きとう,cylinder,10,十,十気筒,じゅっきとう,,generated,,じゅっきとう
1222490,気筒,きとう,cylinder,何,何,何気筒,なんきとう,,generated,,なんきとう
1226630,客,きゃく,counter for containers used to entertain guests,1,一,一客,いっきゃく,,generated,,いっきゃく
1226630,客,きゃく,counter for containers used to entertain guests,2,二,二客,にきゃく,,generated,,にきゃく
1226630,客,きゃく,counter for containers used to entertain guests,3,三,三客,さんきゃく,,generated,,さんきゃく
1226630,客,きゃく,counter for containers used to entertain guests,4,四,四客,よんきゃく,,generated,,よんきゃく
1226630,客,きゃく,counter for containers used to entertain guests,5,五,五客,ごきゃく,,generated,,ごきゃく
1226630,客,きゃく,counter for containers used to entertain guests,6,六,六客,ろっきゃく,,generated,,ろっきゃく
1226630,客,きゃく,counter for containers used to entertain guests,7,七,七客,ななきゃく,,generated,,ななきゃく
1226630,客,きゃく,counter for containers used to entertain guests,8,八,八客,はっきゃく,,generated,,はっきゃく
1226630,客,きゃく,counter for containers used to entertain guests,9,九,九客,きゅうきゃく,,generated,,きゅうきゃく
1226630,客,きゃく,counter for containers used to entertain guests,10,十,十客,じゅっきゃく,,generated,,じゅっきゃく
1226630,客,きゃく,counter for containers used to entertain guests,何,何,何客,なんきゃく,,generated,,なんきゃく
1229880,球,きゅう,counter for pitches,1,一,一球,いっきゅう,,generated,,いっきゅう
1229880,球,きゅう,counter for pitches,2,二,二球,にきゅう,,generated,,にきゅう
1229880,球,きゅう,counter for pitches,3,三,三球,さんきゅう,,generated,,さんきゅう
1229880,球,きゅう,counter for pitches,4,四,四球,よんきゅう,しきゅう,jmdict_mismatch,"jmdict has: しきゅう; generated: よんきゅう; JMdict しきゅう is baseball walk term, not pitch counter",よんきゅう
1229880,球,きゅう,counter for pitches,5,五,五球,ごきゅう,,generated,,ごきゅう
1229880,球,きゅう,counter for pitches,6,六,六球,ろっきゅう,,generated,,ろっきゅう
1229880,球,きゅう,counter for pitches,7,七,七球,ななきゅう,,generated,,ななきゅう
1229880,球,きゅう,counter for pitches,8,八,八球,はっきゅう,,generated,,はっきゅう
1229880,球,きゅう,counter for pitches,9,九,九球,きゅうきゅう,,generated,,きゅうきゅう
1229880,球,きゅう,counter for pitches,10,十,十球,じゅっきゅう,,generated,,じゅっきゅう
1229880,球,きゅう,counter for pitches,何,何,何球,なんきゅう,,generated,,なんきゅう
1239560,局,きょく,game (of go; shogi; etc.),1,一,一局,いっきょく,いっきょく,jmdict_match,,いっきょく
1239560,局,きょく,game (of go; shogi; etc.),2,二,二局,にきょく,,generated,,にきょく
1239560,局,きょく,game (of go; shogi; etc.),3,三,三局,さんきょく,,generated,,さんきょく
1239560,局,きょく,game (of go; shogi; etc.),4,四,四局,よんきょく,,generated,,よんきょく
1239560,局,きょく,game (of go; shogi; etc.),5,五,五局,ごきょく,,generated,,ごきょく
1239560,局,きょく,game (of go; shogi; etc.),6,六,六局,ろっきょく,,generated,,ろっきょく
1239560,局,きょく,game (of go; shogi; etc.),7,七,七局,ななきょく,,generated,,ななきょく
1239560,局,きょく,game (of go; shogi; etc.),8,八,八局,はっきょく,,generated,,はっきょく
1239560,局,きょく,game (of go; shogi; etc.),9,九,九局,きゅうきょく,,generated,,きゅうきょく
1239560,局,きょく,game (of go; shogi; etc.),10,十,十局,じゅっきょく,,generated,,じゅっきょく
1239560,局,きょく,game (of go; shogi; etc.),何,何,何局,なんきょく,,generated,,なんきょく
1240530,玉,たま,okonomiyaki,1,一,一玉,いったま,いちだま,jmdict_mismatch,jmdict has: いちだま; generated: いったま; wago reading for 1; uncertain,ひとたま
1240530,玉,たま,okonomiyaki,2,二,二玉,にたま,,generated,,にたま
1240530,玉,たま,okonomiyaki,3,三,三玉,さんたま,,generated,,さんたま
1240530,玉,たま,okonomiyaki,4,四,四玉,よんたま,,generated,,よんたま
1240530,玉,たま,okonomiyaki,5,五,五玉,ごたま,ごだま,jmdict_mismatch,jmdict has: ごだま; generated: ごたま; no rendaku for 5+たま,ごたま
1240530,玉,たま,okonomiyaki,6,六,六玉,ろったま,,generated,6 does not get sokuon before t-row,ろくたま
1240530,玉,たま,okonomiyaki,7,七,七玉,ななたま,,generated,,ななたま
1240530,玉,たま,okonomiyaki,8,八,八玉,はったま,,generated,,はったま
1240530,玉,たま,okonomiyaki,9,九,九玉,きゅうたま,,generated,,きゅうたま
1240530,玉,たま,okonomiyaki,10,十,十玉,じゅったま,,generated,,じゅったま
1240530,玉,たま,okonomiyaki,何,何,何玉,なんたま,,generated,,なんたま
1241750,筋,すじ,counter for long thin things;counter for roads or blocks when giving directions,1,一,一筋,いっすじ,ひとすじ,jmdict_mismatch,jmdict has: ひとすじ; generated: いっすじ; wago reading for 1,ひとすじ
1241750,筋,すじ,counter for long thin things;counter for roads or blocks when giving directions,2,二,二筋,にすじ,,generated,,にすじ
1241750,筋,すじ,counter for long thin things;counter for roads or blocks when giving directions,3,三,三筋,さんすじ,みすじ/ミスジ,jmdict_mismatch,"jmdict has: みすじ/ミスジ; generated: さんすじ; JMdict みすじ is beef cut name, not counter",さんすじ
1241750,筋,すじ,counter for long thin things;counter for roads or blocks when giving directions,4,四,四筋,よんすじ,,generated,,よんすじ
1241750,筋,すじ,counter for long thin things;counter for roads or blocks when giving directions,5,五,五筋,ごすじ,,generated,,ごすじ
1241750,筋,すじ,counter for long thin things;counter for roads or blocks when giving directions,6,六,六筋,ろっすじ,,generated,6 does not get sokuon before s-row,ろくすじ
1241750,筋,すじ,counter for long thin things;counter for roads or blocks when giving directions,7,七,七筋,ななすじ,,generated,,ななすじ
1241750,筋,すじ,counter for long thin things;counter for roads or blocks when giving directions,8,八,八筋,はっすじ,,generated,,はっすじ
1241750,筋,すじ,counter for long thin things;counter for roads or blocks when giving directions,9,九,九筋,きゅうすじ,,generated,,きゅうすじ
1241750,筋,すじ,counter for long thin things;counter for roads or blocks when giving directions,10,十,十筋,じゅっすじ,,generated,,じゅっすじ
1241750,筋,すじ,counter for long thin things;counter for roads or blocks when giving directions,何,何,何筋,なんすじ,,generated,,なんすじ
1242600,金,きん,karat (measure of purity of gold);carat,1,一,一金,いっきん,,generated,,いっきん
1242600,金,きん,karat (measure of purity of gold);carat,2,二,二金,にきん,,generated,,にきん
1242600,金,きん,karat (measure of purity of gold);carat,3,三,三金,さんきん,,generated,,さんきん
1242600,金,きん,karat (measure of purity of gold);carat,4,四,四金,よんきん,,generated,,よんきん
1242600,金,きん,karat (measure of purity of gold);carat,5,五,五金,ごきん,,generated,,ごきん
1242600,金,きん,karat (measure of purity of gold);carat,6,六,六金,ろっきん,,generated,,ろっきん
1242600,金,きん,karat (measure of purity of gold);carat,7,七,七金,ななきん,,generated,,ななきん
1242600,金,きん,karat (measure of purity of gold);carat,8,八,八金,はっきん,,generated,,はっきん
1242600,金,きん,karat (measure of purity of gold);carat,9,九,九金,きゅうきん,,generated,,きゅうきん
1242600,金,きん,karat (measure of purity of gold);carat,10,十,十金,じゅっきん,,generated,,じゅっきん
1242600,金,きん,karat (measure of purity of gold);carat,何,何,何金,なんきん,,generated,,なんきん
1244950,具,ぐ,counter for sets of armor; utensils; furniture; etc.,1,一,一具,いちぐ,いちぐ,jmdict_match,,いちぐ
1244950,具,ぐ,counter for sets of armor; utensils; furniture; etc.,2,二,二具,にぐ,,generated,,にぐ
1244950,具,ぐ,counter for sets of armor; utensils; furniture; etc.,3,三,三具,さんぐ,,generated,,さんぐ
1244950,具,ぐ,counter for sets of armor; utensils; furniture; etc.,4,四,四具,よんぐ,,generated,,よんぐ
1244950,具,ぐ,counter for sets of armor; utensils; furniture; etc.,5,五,五具,ごぐ,,generated,,ごぐ
1244950,具,ぐ,counter for sets of armor; utensils; furniture; etc.,6,六,六具,ろくぐ,,generated,,ろくぐ
1244950,具,ぐ,counter for sets of armor; utensils; furniture; etc.,7,七,七具,ななぐ,,generated,,ななぐ
1244950,具,ぐ,counter for sets of armor; utensils; furniture; etc.,8,八,八具,はちぐ,,generated,,はちぐ
1244950,具,ぐ,counter for sets of armor; utensils; furniture; etc.,9,九,九具,きゅうぐ,,generated,,きゅうぐ
1244950,具,ぐ,counter for sets of armor; utensils; furniture; etc.,10,十,十具,じゅうぐ,,generated,,じゅうぐ
1244950,具,ぐ,counter for sets of armor; utensils; furniture; etc.,何,何,何具,なんぐ,,generated,,なんぐ
1255940,件,けん,matter;affair;case;item;subject,1,一,一件,いっけん,いっけん,jmdict_match,,いっけん
1255940,件,けん,matter;affair;case;item;subject,2,二,二件,にけん,,generated,,にけん
1255940,件,けん,matter;affair;case;item;subject,3,三,三件,さんけん,,generated,,さんけん
1255940,件,けん,matter;affair;case;item;subject,4,四,四件,よんけん,,generated,,よんけん
1255940,件,けん,matter;affair;case;item;subject,5,五,五件,ごけん,,generated,,ごけん
1255940,件,けん,matter;affair;case;item;subject,6,六,六件,ろっけん,,generated,,ろっけん
1255940,件,けん,matter;affair;case;item;subject,7,七,七件,ななけん,,generated,,ななけん
1255940,件,けん,matter;affair;case;item;subject,8,八,八件,はっけん,,generated,,はっけん
1255940,件,けん,matter;affair;case;item;subject,9,九,九件,きゅうけん,,generated,,きゅうけん
1255940,件,けん,matter;affair;case;item;subject,10,十,十件,じゅっけん,,generated,,じゅっけん
1255940,件,けん,matter;affair;case;item;subject,何,何,何件,なんけん,,generated,,なんけん
1260670,元,もと,counter for plants or trees,1,一,一元,いちもと,いちげん,jmdict_mismatch,"jmdict has: いちげん; generated: いちもと; counter uses もと reading, not on-yomi げん",いちもと
1260670,元,もと,counter for plants or trees,2,二,二元,にもと,にげん,jmdict_mismatch,"jmdict has: にげん; generated: にもと; counter uses もと reading, not on-yomi げん",にもと
1260670,元,もと,counter for plants or trees,3,三,三元,さんもと,さんげん,jmdict_mismatch,"jmdict has: さんげん; generated: さんもと; counter uses もと reading, not on-yomi げん",さんもと
1260670,元,もと,counter for plants or trees,4,四,四元,よんもと,,generated,,よんもと
1260670,元,もと,counter for plants or trees,5,五,五元,ごもと,,generated,,ごもと
1260670,元,もと,counter for plants or trees,6,六,六元,ろくもと,,generated,,ろくもと
1260670,元,もと,counter for plants or trees,7,七,七元,ななもと,,generated,,ななもと
1260670,元,もと,counter for plants or trees,8,八,八元,はちもと,,generated,,はちもと
1260670,元,もと,counter for plants or trees,9,九,九元,きゅうもと,,generated,,きゅうもと
1260670,元,もと,counter for plants or trees,10,十,十元,じゅうもと,,generated,,じゅうもと
1260670,元,もと,counter for plants or trees,何,何,何元,なんもと,,generated,,なんもと
1264740,個,こ,counter for (small) things or pieces,1,一,一個,いっこ,いっこ,jmdict_match,,いっこ
1264740,個,こ,counter for (small) things or pieces,2,二,二個,にこ,,generated,,にこ
1264740,個,こ,counter for (small) things or pieces,3,三,三個,さんこ,,generated,,さんこ
1264740,個,こ,counter for (small) things or pieces,4,四,四個,よんこ,,generated,,よんこ
1264740,個,こ,counter for (small) things or pieces,5,五,五個,ごこ,,generated,,ごこ
1264740,個,こ,counter for (small) things or pieces,6,六,六個,ろっこ,,generated,,ろっこ
1264740,個,こ,counter for (small) things or pieces,7,七,七個,ななこ,,generated,,ななこ
1264740,個,こ,counter for (small) things or pieces,8,八,八個,はっこ,,generated,,はっこ
1264740,個,こ,counter for (small) things or pieces,9,九,九個,きゅうこ,,generated,,きゅうこ
1264740,個,こ,counter for (small) things or pieces,10,十,十個,じゅっこ,,generated,,じゅっこ
1264740,個,こ,counter for (small) things or pieces,何,何,何個,なんこ,なんこ,jmdict_match,,なんこ
1270910,語,ご,word;term,1,一,一語,いちご,いちご,jmdict_match,,いちご
1270910,語,ご,word;term,2,二,二語,にご,,generated,,にご
1270910,語,ご,word;term,3,三,三語,さんご,,generated,,さんご
1270910,語,ご,word;term,4,四,四語,よんご,,generated,,よんご
1270910,語,ご,word;term,5,五,五語,ごご,,generated,,ごご
1270910,語,ご,word;term,6,六,六語,ろくご,,generated,,ろくご
1270910,語,ご,word;term,7,七,七語,ななご,,generated,,ななご
1270910,語,ご,word;term,8,八,八語,はちご,,generated,,はちご
1270910,語,ご,word;term,9,九,九語,きゅうご,,generated,,きゅうご
1270910,語,ご,word;term,10,十,十語,じゅうご,,generated,,じゅうご
1270910,語,ご,word;term,何,何,何語,なんご,なにご/なんご,jmdict_match,,なんご
1275640,口,くち,counter for mouthfuls; shares (of money) and stove burners,1,一,一口,いっくち,ひとくち,jmdict_mismatch,jmdict has: ひとくち; generated: いっくち; wago reading for 1,ひとくち
1275640,口,くち,counter for mouthfuls; shares (of money) and stove burners,2,二,二口,にくち,,generated,,にくち
1275640,口,くち,counter for mouthfuls; shares (of money) and stove burners,3,三,三口,さんくち,,generated,,さんくち
1275640,口,くち,counter for mouthfuls; shares (of money) and stove burners,4,四,四口,よんくち,,generated,,よんくち
1275640,口,くち,counter for mouthfuls; shares (of money) and stove burners,5,五,五口,ごくち,,generated,,ごくち
1275640,口,くち,counter for mouthfuls; shares (of money) and stove burners,6,六,六口,ろっくち,,generated,,ろっくち
1275640,口,くち,counter for mouthfuls; shares (of money) and stove burners,7,七,七口,ななくち,,generated,,ななくち
1275640,口,くち,counter for mouthfuls; shares (of money) and stove burners,8,八,八口,はっくち,やつくち,jmdict_mismatch,jmdict has: やつくち; generated: はっくち; JMdict やつくち is archaic; はっくち is modern,はっくち
1275640,口,くち,counter for mouthfuls; shares (of money) and stove burners,9,九,九口,きゅうくち,,generated,,きゅうくち
1275640,口,くち,counter for mouthfuls; shares (of money) and stove burners,10,十,十口,じゅっくち,,generated,,じゅっくち
1275640,口,くち,counter for mouthfuls; shares (of money) and stove burners,何,何,何口,なんくち,,generated,,なんくち
1291770,座,ざ,counter for theatres; deities; Buddhist images; tall mountains; and satokagura s,1,一,一座,いちざ,いちざ,jmdict_match,,いちざ
1291770,座,ざ,counter for theatres; deities; Buddhist images; tall mountains; and satokagura s,2,二,二座,にざ,,generated,,にざ
1291770,座,ざ,counter for theatres; deities; Buddhist images; tall mountains; and satokagura s,3,三,三座,さんざ,,generated,,さんざ
1291770,座,ざ,counter for theatres; deities; Buddhist images; tall mountains; and satokagura s,4,四,四座,よんざ,,generated,,よんざ
1291770,座,ざ,counter for theatres; deities; Buddhist images; tall mountains; and satokagura s,5,五,五座,ござ,,generated,,ござ
1291770,座,ざ,counter for theatres; deities; Buddhist images; tall mountains; and satokagura s,6,六,六座,ろくざ,,generated,,ろくざ
1291770,座,ざ,counter for theatres; deities; Buddhist images; tall mountains; and satokagura s,7,七,七座,ななざ,,generated,,ななざ
1291770,座,ざ,counter for theatres; deities; Buddhist images; tall mountains; and satokagura s,8,八,八座,はちざ,,generated,,はちざ
1291770,座,ざ,counter for theatres; deities; Buddhist images; tall mountains; and satokagura s,9,九,九座,きゅうざ,,generated,,きゅうざ
1291770,座,ざ,counter for theatres; deities; Buddhist images; tall mountains; and satokagura s,10,十,十座,じゅうざ,,generated,,じゅうざ
1291770,座,ざ,counter for theatres; deities; Buddhist images; tall mountains; and satokagura s,何,何,何座,なんざ,なにざ,jmdict_mismatch,jmdict has: なにざ; generated: なんざ; なんざ is standard; JMdict なにざ is variant,なんざ
1294940,歳,さい,... years old;age (of) ...,1,一,一歳,いっさい,いっさい,jmdict_match,,いっさい
1294940,歳,さい,... years old;age (of) ...,2,二,二歳,にさい,,generated,,にさい
1294940,歳,さい,... years old;age (of) ...,3,三,三歳,さんさい,,generated,,さんさい
1294940,歳,さい,... years old;age (of) ...,4,四,四歳,よんさい,,generated,,よんさい
1294940,歳,さい,... years old;age (of) ...,5,五,五歳,ごさい,,generated,,ごさい
1294940,歳,さい,... years old;age (of) ...,6,六,六歳,ろっさい,,generated,6 does not get sokuon before s-row,ろくさい
1294940,歳,さい,... years old;age (of) ...,7,七,七歳,ななさい,,generated,,ななさい
1294940,歳,さい,... years old;age (of) ...,8,八,八歳,はっさい,,generated,,はっさい
1294940,歳,さい,... years old;age (of) ...,9,九,九歳,きゅうさい,,generated,,きゅうさい
1294940,歳,さい,... years old;age (of) ...,10,十,十歳,じゅっさい,じゅっさい/じっさい,jmdict_match,,じゅっさい
1294940,歳,さい,... years old;age (of) ...,何,何,何歳,なんさい,なんさい,jmdict_match,,なんさい
1298520,冊,さつ,counter for books,1,一,一冊,いっさつ,いっさつ,jmdict_match,,いっさつ
1298520,冊,さつ,counter for books,2,二,二冊,にさつ,,generated,,にさつ
1298520,冊,さつ,counter for books,3,三,三冊,さんさつ,,generated,,さんさつ
