counter_id,counter_kanji,counter_reading,counter_gloss,number,number_kanji,combined_kanji,generated_reading,jmdict_readings,source,notes,verified_reading
1331020,周,しゅう,counter for laps or circuits,7,七,七周,ななしゅう,,generated,,ななしゅう
1331020,周,しゅう,counter for laps or circuits,8,八,八周,はっしゅう,,generated,,はっしゅう
1331020,周,しゅう,counter for laps or circuits,9,九,九周,きゅうしゅう,,generated,,きゅうしゅう
1331020,周,しゅう,counter for laps or circuits,10,十,十周,じゅっしゅう,,generated,,じゅっしゅう
1331020,周,しゅう,counter for laps or circuits,何,何,何周,なんしゅう,,generated,,なんしゅう
1335730,重,え,-fold;-ply,1,一,一重,いちえ,ひとえ,jmdict_mismatch,jmdict has: ひとえ; generated: いちえ; wago reading,ひとえ
1335730,重,え,-fold;-ply,2,二,二重,にえ,にじゅう/ふたえ,jmdict_mismatch,jmdict has: にじゅう/ふたえ; generated: にえ; wago reading,ふたえ
1335730,重,え,-fold;-ply,3,三,三重,さんえ,さんじゅう/みえ,jmdict_mismatch,jmdict has: さんじゅう/みえ; generated: さんえ; wago reading,みえ
1335730,重,え,-fold;-ply,4,四,四重,よんえ,しじゅう,jmdict_mismatch,jmdict has: しじゅう; generated: よんえ; uncertain: wago 四重,よえ
1335730,重,え,-fold;-ply,5,五,五重,ごえ,いつえ/ごじゅう,jmdict_mismatch,jmdict has: いつえ/ごじゅう; generated: ごえ; wago reading,いつえ
1335730,重,え,-fold;-ply,6,六,六重,ろくえ,,generated,wago reading for 重(え),むえ
1335730,重,え,-fold;-ply,7,七,七重,ななえ,ななえ,jmdict_match,,ななえ
1335730,重,え,-fold;-ply,8,八,八重,はちえ,やえ,jmdict_mismatch,jmdict has: やえ; generated: はちえ; wago reading,やえ
1335730,重,え,-fold;-ply,9,九,九重,きゅうえ,ここのえ/きゅうちょう/くじゅう,jmdict_mismatch,jmdict has: ここのえ/きゅうちょう/くじゅう; generated: きゅうえ; wago reading,ここのえ
1335730,重,え,-fold;-ply,10,十,十重,じゅうえ,とえ,jmdict_mismatch,jmdict has: とえ; generated: じゅうえ; wago reading,とえ
1335730,重,え,-fold;-ply,何,何,何重,なんえ,,generated,wago reading for 重(え); uncertain,いくえ
