jmdict_id,kanji,reading,jlpt_level,frequency_rank,source
1414910,大物,おおもの,4,4110,frequency
1131990,,ミルク,3,4111,waller
1191690,嫁ぐ,とつぐ,4,4112,frequency
1011940,,ぽかん,4,4113,frequency
1059400,,シーツ,2,4114,waller
2096190,,ひょっとして,4,4115,frequency
1381550,青春,せいしゅん,1,4116,waller
1451310,動機,どうき,1,4117,waller
1538100,約,やく,3,4118,waller
1660100,お昼,おひる,3,4119,waller
1493940,不敵,ふてき,4,4120,frequency
1200960,改善,かいぜん,3,4121,waller
1410500,待ち構える,まちかまえる,4,4122,frequency
1223340,記念,きねん,3,4123,waller
1222690,気力,きりょく,4,4124,frequency
1705960,身動き,みうごき,4,4125,frequency
1477960,髪の毛,かみのけ,3,4126,waller
1639820,小声,こごえ,4,4127,frequency
1167450,一連,いちれん,1,4128,waller
1386710,絶える,たえる,1,4129,waller
1350770,焦り,あせり,4,4130,frequency
1379330,生地,きじ,3,4131,waller
1456720,突き上げる,つきあげる,4,4132,frequency
1376590,正,せい,3,4133,waller
1610720,立て直す,たてなおす,4,4134,frequency
1343560,庶民,しょみん,1,4135,waller
1292290,再,さい,1,4136,waller
1212490,感嘆,かんたん,4,4137,frequency
1257720,懸念,けねん,4,4138,frequency
1152530,悪夢,あくむ,4,4139,frequency
1044830,,クリスマス,3,4140,waller
1294890,採用,さいよう,1,4141,waller
1360140,寝室,しんしつ,3,4142,frequency
1524750,幕,まく,3,4143,waller
1409250,体温,たいおん,3,4144,waller
1535600,目当て,めあて,3,4145,frequency
1081040,,テント,3,4146,waller
1169610,引退,いんたい,3,4147,waller
1554780,領地,りょうち,1,4148,waller
1173430,営業,えいぎょう,3,4149,waller
1599340,泥棒,どろぼう,4,4150,waller
1557390,励む,はげむ,1,4151,waller
1356210,情,じょう,1,4152,waller
1530780,無能,むのう,1,4153,waller
1330830,収納,しゅうのう,3,4154,frequency
1590150,陰,かげ,3,4155,waller
1513940,保存,ほぞん,3,4156,waller
1307040,四つ,よっつ,5,4157,waller
1312130,視点,してん,1,4158,waller
1301940,傘,かさ,5,4159,waller
1350990,照明,しょうめい,1,4160,waller
1001350,,おっさん,3,4161,frequency
1583670,侮る,あなどる,3,4162,frequency
1279990,港,みなと,4,4163,waller
1528130,未練,みれん,1,4164,waller
1257260,嫌がらせ,いやがらせ,3,4165,frequency
1448350,棟,むね,3,4166,frequency
1011750,,ほんのり,3,4167,frequency
1000220,明白,めいはく,3,4168,frequency
1523130,本能,ほんのう,1,4169,waller
1072590,,スプーン,5,4170,waller
1551440,立ち直る,たちなおる,3,4171,frequency
1378600,生き返る,いきかえる,3,4172,frequency
1359150,信仰,しんこう,3,4173,waller
1012870,,ややこしい,1,4174,waller
1001370,,おっぱい,3,4175,frequency
1375600,成り立つ,なりたつ,1,4176,waller
1607990,映し出す,うつしだす,3,4177,frequency
1444910,途端に,とたんに,3,4178,frequency
1335780,重たい,おもたい,2,4179,waller
1622100,部活,ぶかつ,3,4180,frequency
1578330,研究所,けんきゅうじょ,3,4181,frequency
1429310,調理,ちょうり,1,4182,waller
1123840,,ボス,3,4183,frequency
1242970,金持ち,かねもち,4,4184,waller
1099100,,バッグ,3,4185,waller
1400840,相応,そうおう,1,4186,waller
1030630,,エレベーター,5,4187,waller
1404820,足止め,あしどめ,3,4188,frequency
1513630,保護者,ほごしゃ,3,4189,frequency
1363390,真意,しんい,3,4190,frequency
1169390,引っ込む,ひっこむ,2,4191,waller
1575940,一家,いっか,3,4192,waller
1151580,悪戯,いたずら,3,4193,waller
1374190,世代,せだい,1,4194,waller
1412970,大して,たいして,2,4195,waller
1375520,性別,せいべつ,2,4196,waller
1013310,,わくわく,3,4197,frequency
1014200,,アイテム,3,4198,frequency
1263730,現実的,げんじつてき,3,4199,frequency
1518120,訪問,ほうもん,3,4200,waller
1215870,関心,かんしん,3,4201,waller
1609350,生まれ,うまれ,3,4202,waller
1535580,目的地,もくてきち,3,4203,frequency
1309480,思案,しあん,3,4204,frequency
1469350,念のため,ねんのため,3,4205,frequency
1514310,歩き回る,あるきまわる,3,4206,frequency
1262660,厳重,げんじゅう,2,4207,waller
1603420,吠える,ほえる,3,4208,waller
1425240,中年,ちゅうねん,2,4209,waller
1517700,縫う,ぬう,2,4210,waller
1002170,お嬢さん,おじょうさん,4,4211,waller
1553270,旅立つ,たびだつ,3,4212,frequency
1073970,,スルー,3,4213,frequency
1429710,跳躍,ちょうやく,3,4214,frequency
1380580,製,せい,1,4215,waller
1141500,,リスト,3,4216,frequency
1591510,凶悪,きょうあく,3,4217,frequency
1175170,駅前,えきまえ,3,4218,frequency
1284670,合間,あいま,1,4219,waller
1338880,出向く,でむく,3,4220,frequency
1277590,好奇心,こうきしん,3,4221,frequency
1135430,,モニター,1,4222,waller
1532090,命中,めいちゅう,1,4223,waller
1612800,お代わり,おかわり,2,4224,waller
1500720,復帰,ふっき,3,4225,frequency
1328840,種族,しゅぞく,3,4226,frequency
1199930,壊滅,かいめつ,3,4227,frequency
1588750,襟,えり,1,4228,waller
1481800,販売,はんばい,3,4229,waller
1237470,況して,まして,1,4230,waller
1530690,無敵,むてき,3,4231,frequency
1188740,何事,なにごと,3,4232,frequency
1013970,,アイス,3,4233,frequency
1332130,修正,しゅうせい,3,4234,waller
1204650,街道,かいどう,1,4235,waller
1183330,温もり,ぬくもり,3,4236,frequency
1472720,背景,はいけい,1,4237,waller
1485470,飛行機,ひこうき,5,4238,waller
1430640,直ぐさま,すぐさま,3,4239,frequency
1201000,改造,かいぞう,2,4240,waller
1244080,区,く,1,4241,waller
1011200,,ぶつぶつ,2,4242,waller
1393790,前日,ぜんじつ,3,4243,frequency
1598300,手がかり,てがかり,1,4244,waller
1586070,相性,あいしょう,3,4245,frequency
1398940,双方,そうほう,3,4246,frequency
1601030,嵌まる,はまる,1,4247,waller
1289740,恨み,うらみ,2,4248,waller
2080720,両,りょう,3,4249,frequency
1546830,要望,ようぼう,1,4250,waller
1004750,この辺,このへん,3,4251,frequency
1436710,訂正,ていせい,1,4252,waller
1421020,地区,ちく,3,4253,waller
2532460,,そうなると,3,4254,frequency
1599290,同盟,どうめい,1,4255,waller
1600430,飲み物,のみもの,5,4256,waller
1247490,群,ぐん,1,4257,waller
1030950,,エンジン,3,4258,waller
1093020,,ネット,3,4259,frequency
1236740,恐縮,きょうしゅく,2,4260,waller
1371220,推理,すいり,1,4261,waller
1250360,形成,けいせい,1,4262,waller
1358180,食い込む,くいこむ,3,4263,frequency
2087420,お詫び,おわび,3,4264,frequency
1555440,林,はやし,4,4265,waller
1432510,追撃,ついげき,3,4266,frequency
1123750,,ボウル,3,4267,frequency
1552310,流行る,はやる,2,4268,waller
1149240,,ワンピース,2,4269,waller
1318340,自動,じどう,3,4270,waller
1088740,,ドラゴン,3,4271,frequency
1467350,妊娠,にんしん,1,4272,waller
1017760,,アパート,5,4273,waller
1230040,究極,きゅうきょく,1,4274,waller
1386070,設備,せつび,3,4275,waller
1097810,,バイク,3,4276,frequency
1036930,,カウンター,3,4277,frequency
1319820,失格,しっかく,1,4278,waller
1484710,非,ひ,1,4279,waller
1294800,採取,さいしゅ,3,4280,frequency
1110110,,フォーク,5,4281,waller
1547320,欲,よく,3,4282,frequency
1402430,走り回る,はしりまわる,3,4283,frequency
1336980,重力,じゅうりょく,2,4284,waller
1028650,,エスコート,3,4285,frequency
1713980,対照的,たいしょうてき,3,4286,frequency
1314940,侍女,じじょ,3,4287,frequency
1071100,,ストップ,2,4288,waller
1202380,絵本,えほん,3,4289,frequency
1633480,錠,じょう,3,4290,frequency
1246850,熊,くま,3,4291,frequency
1519300,房,ふさ,3,4292,frequency
1540940,有,ゆう,3,4293,frequency
1222260,気取る,きどる,3,4294,frequency
2834601,博士,はくし,3,4295,frequency
1433610,通話,つうわ,3,4296,frequency
1580230,助言,じょげん,1,4297,waller
1357540,職場,しょくば,3,4298,frequency
2833774,一行,いっこう,3,4299,frequency
1305310,仕入れる,しいれる,1,4300,waller
1439580,天然,てんねん,3,4301,waller
1530500,無造作,むぞうさ,3,4302,frequency
1463930,日記,にっき,4,4303,waller
1179760,往復,おうふく,2,4304,waller
1541570,有能,ゆうのう,3,4305,waller
1591090,木々,きぎ,3,4306,frequency
1522740,本心,ほんしん,3,4307,frequency
2034300,,にかけて,3,4308,frequency
1321820,写る,うつる,2,4309,waller
1480890,反発,はんぱつ,1,4310,waller
1487880,筆頭,ひっとう,3,4311,frequency
1500880,幅,はば,3,4312,waller
1245170,愚痴,ぐち,1,4313,waller
1288480,忽ち,たちまち,2,4314,waller
1281910,行使,こうし,3,4315,frequency
1606650,我が家,わがや,3,4316,frequency
1014210,,アイデア,2,4317,waller
1483560,比較,ひかく,3,4318,waller
1077330,,チーズ,3,4319,waller
1282260,講義,こうぎ,3,4320,audit
1364900,神妙,しんみょう,3,4321,frequency
1008020,っ放し,っぱなし,3,4322,frequency
1420020,男の人,おとこのひと,3,4323,waller
1390780,泉,いずみ,3,4324,waller
1592290,組み合わせ,くみあわせ,2,4325,waller
1314780,侍,さむらい,1,4326,waller
1518180,豊富,ほうふ,3,4327,waller
1155020,以て,もって,1,4328,waller
1005390,,ざっと,3,4329,waller
1101440,,パス,3,4330,waller
1373610,裾,すそ,1,4331,waller
1146750,,ロープ,1,4332,waller
1267610,虎,とら,3,4333,waller
1074570,,セックス,1,4334,waller
1464070,日頃,ひごろ,1,4335,waller
1533440,面会,めんかい,1,4336,waller
1351250,称する,しょうする,1,4337,waller
1418140,担ぐ,かつぐ,2,4338,waller
1208560,滑らか,なめらか,1,4339,waller
1583920,別人,べつじん,3,4340,frequency
1753790,世界中,せかいじゅう,3,4341,frequency
1578840,行き来,ゆきき,3,4342,frequency
1241470,禁じる,きんじる,1,4343,waller
1362920,申し出,もうしで,1,4344,waller
1565100,咎める,とがめる,1,4345,waller
1470550,脳裏,のうり,3,4346,frequency
1434040,釣り,つり,3,4347,waller
2067770,等,ら,3,4348,frequency
1253230,迎撃,げいげき,3,4349,frequency
1009560,に於ける,における,3,4350,frequency
1306540,刺繍,ししゅう,1,4351,waller
1432560,追跡,ついせき,1,4352,waller
1550930,離脱,りだつ,3,4353,frequency
1117080,,プログラム,2,4354,waller
1402300,装甲,そうこう,3,4355,frequency
1581180,全国,ぜんこく,3,4356,waller
1207820,割り切る,わりきる,3,4357,frequency
1173340,餌,えさ,3,4358,waller
1573270,跪く,ひざまずく,3,4359,frequency
1162290,一個,いっこ,3,4360,frequency
1534100,猛烈,もうれつ,1,4361,waller
1515440,包囲,ほうい,3,4362,frequency
1404040,側面,そくめん,1,4363,waller
1003870,くっ付ける,くっつける,2,4364,waller
1421610,恥じる,はじる,1,4365,waller
1326740,取り残す,とりのこす,3,4366,frequency
1010550,,ひっそり,3,4367,frequency
1373090,数人,すうにん,3,4368,frequency
1536670,夜空,よぞら,3,4369,frequency
1176310,宴,うたげ,3,4370,frequency
1554160,両腕,りょううで,3,4371,frequency
1294280,最適,さいてき,3,4372,frequency
1115010,,ブロック,3,4373,frequency
2009070,,でなければ,3,4374,frequency
1603510,干す,ほす,2,4375,waller
1575970,一筋,ひとすじ,1,4376,waller
1106400,,ピアノ,4,4377,waller
1513065,お弁当,おべんとう,5,4378,waller
1155100,以後,いご,2,4379,waller
1253310,劇,げき,3,4380,waller
1201860,灰,はい,3,4381,waller
1606090,代々,だいだい,3,4382,frequency
1181670,王妃,おうひ,3,4383,frequency
1419170,鍛錬,たんれん,3,4384,frequency
1550880,離婚,りこん,3,4385,waller
1983500,食材,しょくざい,3,4386,frequency
1374640,制圧,せいあつ,3,4387,frequency
1203620,外国,がいこく,5,4388,waller
1007840,,ちょっぴり,3,4389,frequency
2232980,この内,このうち,3,4390,frequency
1337570,縮める,ちぢめる,2,4391,waller
2108190,質問をする,しつもんをする,3,4392,frequency
1424980,中庭,なかにわ,3,4393,frequency
1584640,明後日,あさって,5,4394,waller
1254350,決戦,けっせん,3,4395,frequency
1555320,緑色,みどりいろ,3,4396,frequency
1429050,調べ,しらべ,1,4397,waller
1164340,一層,いっそう,3,4398,waller
1429250,調達,ちょうたつ,3,4399,frequency
1222760,祈り,いのり,1,4400,waller
1481570,犯行,はんこう,3,4401,frequency
1218190,企業,きぎょう,3,4402,waller
1406000,袖,そで,3,4403,waller
1412400,代理,だいり,3,4404,waller
1088830,,ドラマ,3,4405,waller
1578260,軽やか,かろやか,3,4406,frequency
2068080,どれ位,どれくらい,3,4407,frequency
1189610,価値観,かちかん,3,4408,frequency
1545400,容姿,ようし,3,4409,frequency
1231590,牛乳,ぎゅうにゅう,5,4410,waller
1279810,構築,こうちく,3,4411,frequency
1343300,所詮,しょせん,3,4412,frequency
1333540,集う,つどう,3,4413,frequency
1335220,従える,したがえる,3,4414,frequency
1296820,財産,ざいさん,3,4415,waller
1501490,覆す,くつがえす,1,4416,waller
1372370,睡眠,すいみん,3,4417,waller
1576990,下半身,かはんしん,3,4418,frequency
1137950,,ライト,3,4419,frequency
1259130,見出す,みいだす,3,4420,frequency
1517510,泡,あわ,3,4421,waller
1390600,戦略,せんりゃく,3,4422,frequency
2088270,紛れもない,まぎれもない,3,4423,frequency
1217860,顔面,がんめん,3,4424,frequency
1418410,旦那,だんな,1,4425,waller
1591970,極める,きわめる,3,4426,frequency
1410250,対等,たいとう,1,4427,waller
1447300,投入,とうにゅう,1,4428,waller
1236470,強調,きょうちょう,3,4429,waller
1244540,苦戦,くせん,3,4430,frequency
1507910,平凡,へいぼん,2,4431,waller
1302110,参加者,さんかしゃ,3,4432,frequency
1625100,浮遊,ふゆう,3,4433,frequency
1010440,,パッと,3,4434,frequency
1453800,憧れ,あこがれ,1,4435,waller
1342470,処置,しょち,1,4436,waller
1611850,見る見る,みるみる,3,4437,frequency
1404880,足早,あしばや,3,4438,frequency
2630530,に従って,にしたがって,3,4439,frequency
1418380,探偵,たんてい,3,4440,frequency
1166060,一匹,いっぴき,3,4441,frequency
1299480,雑談,ざつだん,1,4442,waller
1192690,科する,かする,3,4443,frequency
1248710,軍隊,ぐんたい,3,4444,waller
1406830,村人,むらびと,3,4445,frequency
1531080,無論,むろん,1,4446,waller
1181090,横目,よこめ,3,4447,frequency
1491910,不吉,ふきつ,1,4448,waller
1182790,臆病,おくびょう,1,4449,waller
1271660,交える,まじえる,1,4450,waller
1264420,言語,げんご,3,4451,waller
1410000,対決,たいけつ,1,4452,waller
1375740,成人,せいじん,3,4453,waller
1552800,留守番,るすばん,2,4454,waller
1255010,結末,けつまつ,3,4455,frequency
1610900,惚ける,とぼける,3,4456,frequency
1192700,科学,かがく,4,4457,waller
1528140,魅了,みりょう,3,4458,frequency
1156220,威嚇,いかく,3,4459,frequency
1335250,従業員,じゅうぎょういん,1,4460,waller
1432480,追及,ついきゅう,1,4461,waller
1246000,空腹,くうふく,1,4462,waller
1525260,末,まつ,3,4463,frequency
1082850,,デザート,1,4464,waller
1379210,生憎,あいにく,3,4465,waller
1550980,陸,りく,3,4466,waller
1358660,食欲,しょくよく,3,4467,waller
1573330,蹲る,うずくまる,3,4468,frequency
1455090,特性,とくせい,3,4469,frequency
1590250,箇所,かしょ,2,4470,waller
1271940,交互,こうご,1,4471,waller
1382300,惜しむ,おしむ,1,4472,waller
1516350,抱き合う,だきあう,3,4473,frequency
1225920,義理,ぎり,1,4474,waller
1502540,物資,ぶっし,1,4475,waller
1582440,鈍る,にぶる,1,4476,waller
1002030,お辞儀,おじぎ,2,4477,waller
1577710,願望,がんぼう,3,4478,frequency
1381180,誠実,せいじつ,1,4479,waller
1814070,三年,さんねん,3,4480,frequency
1566730,彷徨う,さまよう,3,4481,frequency
1145310,,レストラン,5,4482,waller
1591030,気合,きあい,3,4483,frequency
1058580,,サンドイッチ,4,4484,waller
1515690,報告書,ほうこくしょ,3,4485,frequency
1002570,お疲れ様,おつかれさま,3,4486,frequency
1450510,透き通る,すきとおる,2,4487,waller
1603290,別々,べつべつ,2,4488,waller
1336260,重視,じゅうし,3,4489,waller
1527770,未知,みち,1,4490,waller
1333090,習慣,しゅうかん,4,4491,waller
1182720,屋台,やたい,3,4492,frequency
1403890,側近,そっきん,3,4493,frequency
1251810,継続,けいぞく,2,4494,waller
1450890,頭痛,ずつう,3,4495,waller
1449670,統一,とういつ,2,4496,waller
1119530,,ベスト,1,4497,waller
1270390,ご主人,ごしゅじん,4,4498,waller
1200200,怪しむ,あやしむ,3,4499,frequency
1219360,奇襲,きしゅう,3,4500,frequency
1505650,文明,ぶんめい,3,4501,waller
1457390,豚,ぶた,3,4502,frequency
1577310,火傷,やけど,2,4503,waller
1151390,悪意,あくい,3,4504,frequency
1327790,手術,しゅじゅつ,3,4505,waller
1236660,恐れ,おそれ,1,4506,waller
1532860,鳴き声,なきごえ,3,4507,frequency
1498260,侮辱,ぶじょく,1,4508,waller
1488810,標的,ひょうてき,3,4509,frequency
1494860,不便,ふべん,4,4510,waller
1009900,,ねた,3,4511,frequency
1219110,基地,きち,2,4512,waller
1162940,一時間,いちじかん,3,4513,frequency
1418200,担任,たんにん,3,4514,frequency
1370590,吹き込む,ふきこむ,3,4515,frequency
1535540,目前,もくぜん,3,4516,frequency
1502790,物理,ぶつり,3,4517,waller
1303460,散らす,ちらす,2,4518,waller
1415520,滝,たき,2,4519,waller
1226160,議論,ぎろん,3,4520,waller
1464340,日付,ひづけ,3,4521,waller
1370440,図書室,としょしつ,3,4522,frequency
1721650,絶対的,ぜったいてき,3,4523,frequency
1295610,細工,さいく,1,4524,waller
1379850,精,せい,3,4525,frequency
1452020,同感,どうかん,1,4526,waller
1011760,,ぼーっと,3,4527,frequency
1363170,真,しん,3,4528,frequency
1365190,親指,おやゆび,2,4529,waller
1065860,,ジャンプ,1,4530,waller
1238650,驚かす,おどろかす,2,4531,waller
1357160,飾り,かざり,2,4532,waller
1577440,外側,そとがわ,3,4533,frequency
1303280,惨め,みじめ,2,4534,waller
1605510,痩せる,やせる,4,4535,waller
1331400,宗教,しゅうきょう,3,4536,waller
1590190,過酷,かこく,3,4537,frequency
1496430,付与,ふよ,3,4538,frequency
1080970,,テンション,3,4539,frequency
1256490,兼,けん,3,4540,frequency
1341240,瞬時,しゅんじ,3,4541,frequency
1414870,大幅,おおはば,1,4542,waller
1360820,心地,ここち,1,4543,waller
1259700,見習う,みならう,3,4544,frequency
1329740,受験,じゅけん,2,4545,waller
1610010,縋る,すがる,3,4546,frequency
1282410,貢献,こうけん,3,4547,waller
1443720,電波,でんぱ,2,4548,waller
1514580,補充,ほじゅう,1,4549,waller
1406460,尊重,そんちょう,3,4550,waller
1507530,平静,へいせい,3,4551,frequency
1269720,後者,こうしゃ,3,4552,waller
1334080,住所,じゅうしょ,4,4553,waller
1272650,侯爵,こうしゃく,3,4554,frequency
1558370,列車,れっしゃ,3,4555,waller
1263500,現に,げんに,2,4556,waller
1584670,免れる,まぬがれる,1,4557,waller
1531790,名付ける,なづける,1,4558,waller
1197390,画像,がぞう,3,4559,frequency
1389850,専念,せんねん,3,4560,frequency
1192860,果て,はて,1,4561,waller
1386970,絶妙,ぜつみょう,3,4562,frequency
1433530,通報,つうほう,3,4563,frequency
1328060,手早い,てばやい,3,4564,frequency
1502680,物体,ぶったい,1,4565,waller
1078270,,チョコレート,3,4566,frequency
1360920,心得る,こころえる,2,4567,waller
1421210,地震,じしん,4,4568,waller
1570420,絆,きずな,3,4569,frequency
1208460,活用,かつよう,3,4570,waller
1471420,破片,はへん,2,4571,waller
1375550,成し遂げる,なしとげる,3,4572,frequency
1658740,実戦,じっせん,3,4573,frequency
1471300,破棄,はき,1,4574,waller
1548590,落ち着き,おちつき,1,4575,waller
1480800,反動,はんどう,3,4576,frequency
1415960,濁る,にごる,2,4577,waller
1580340,上着,うわぎ,5,4578,waller
1368020,人種,じんしゅ,3,4579,waller
1294090,最新,さいしん,3,4580,frequency
1585210,隣国,りんごく,3,4581,frequency
1200120,快適,かいてき,3,4582,waller
1502560,物質,ぶっしつ,3,4583,waller
1601010,跳ね上がる,はねあがる,3,4584,frequency
1432670,追放,ついほう,1,4585,waller
1468230,年下,としした,3,4586,frequency
1254210,決め付ける,きめつける,3,4587,frequency
1076010,,タイム,1,4588,waller
1450470,逃亡,とうぼう,1,4589,waller
1009030,どう致しまして,どういたしまして,3,4590,frequency
1068870,,スケジュール,2,4591,waller
1363130,申請,しんせい,2,4592,waller
1580760,人目,ひとめ,1,4593,waller
1083630,,デビュー,3,4594,frequency
1471520,罵る,ののしる,1,4595,waller
1486490,美女,びじょ,3,4596,frequency
1409550,体制,たいせい,2,4597,waller
1224320,亀裂,きれつ,3,4598,frequency
1271300,誤る,あやまる,1,4599,waller
2827554,子供の頃,こどものころ,3,4600,frequency
1437670,徹底,てってい,3,4601,waller
1542860,予め,あらかじめ,1,4602,waller
1547350,欲求,よっきゅう,3,4603,frequency
1502550,物事,ものごと,3,4604,waller
1747960,飽くまでも,あくまでも,3,4605,frequency
1278810,慌ただしい,あわただしい,2,4606,waller
1293760,最期,さいご,3,4607,frequency
1336900,重量,じゅうりょう,2,4608,waller
1657970,三度,さんど,3,4609,frequency
1530220,無人,むじん,3,4610,frequency
1183300,温い,ぬるい,4,4611,audit
1214410,緩い,ゆるい,2,4612,waller
1411270,退ける,のける,3,4613,frequency
2850084,退ける,どける,2,4614,waller
1202950,開放,かいほう,2,4615,waller
1141620,,リズム,2,4616,waller
1551200,率,りつ,3,4617,waller
1144510,,レア,3,4618,frequency
1277250,向上,こうじょう,1,4619,waller
1245370,虚しい,むなしい,1,4620,waller
1289650,婚姻,こんいん,3,4621,frequency
1401470,総,そう,1,4622,waller
2133860,意味不明,いみふめい,3,4623,frequency
1291730,鎖,くさり,3,4624,waller
1541610,有無,うむ,2,4625,waller
1469910,濃厚,のうこう,3,4626,frequency
1384760,切り離す,きりはなす,3,4627,frequency
1552890,粒,つぶ,2,4628,waller
1581330,足跡,あしあと,2,4629,waller
1533950,毛布,もうふ,3,4630,waller
1609660,決まり,きまり,3,4631,waller
1346020,償う,つぐなう,3,4632,frequency
1507670,平等,びょうどう,3,4633,waller
1343390,所有,しょゆう,3,4634,frequency
1077720,,チケット,3,4635,frequency
1426290,昼休み,ひるやすみ,4,4636,waller
1143240,,リラックス,3,4637,frequency
2796520,,ビール,3,4638,waller
1530750,無難,ぶなん,1,4639,waller
1609050,集まり,あつまり,3,4640,waller
1354700,乗っ取る,のっとる,1,4641,waller
1221770,気の毒,きのどく,3,4642,waller
1221020,機体,きたい,3,4643,frequency
1333930,住まう,すまう,3,4644,frequency
1524540,埋もれる,うもれる,3,4645,frequency
1421590,恥,はじ,1,4646,waller
1451220,動じる,どうじる,3,4647,frequency
1050590,,コピー,5,4648,waller
1338750,出血,しゅっけつ,1,4649,waller
1351530,衝動,しょうどう,3,4650,frequency
1435100,偵察,ていさつ,3,4651,frequency
1264250,言い分,いいぶん,3,4652,frequency
1195640,華麗,かれい,3,4653,frequency
1956860,妃,ひ,3,4654,frequency
1001480,お負けに,おまけに,3,4655,frequency
1198110,介入,かいにゅう,1,4656,waller
1290290,根本的,こんぽんてき,3,4657,frequency
1584985,揺する,ゆする,3,4658,frequency
1283270,高位,こうい,3,4659,frequency
1236230,強気,つよき,2,4660,waller
1469600,燃え上がる,もえあがる,3,4661,frequency
1340700,出力,しゅつりょく,3,4662,frequency
1410770,態勢,たいせい,1,4663,waller
1608630,目出度い,めでたい,2,4664,waller
1362660,深まる,ふかまる,2,4665,waller
1393510,前線,ぜんせん,3,4666,frequency
1156100,委員,いいん,3,4667,waller
1337270,宿題,しゅくだい,5,4668,waller
1360630,心境,しんきょう,3,4669,frequency
1471470,破裂,はれつ,1,4670,waller
1195710,課,か,3,4671,waller
1453190,同等,どうとう,1,4672,waller
1584920,予言,よげん,3,4673,frequency
1239540,業務,ぎょうむ,1,4674,waller
1546250,用件,ようけん,1,4675,waller
2029060,,たり,3,4676,frequency
1321130,実在,じつざい,3,4677,frequency
1408870,打撃,だげき,1,4678,waller
1436140,庭園,ていえん,3,4679,frequency
1559300,連れ去る,つれさる,3,4680,frequency
1217880,顔立ち,かおだち,3,4681,frequency
1214450,緩やか,ゆるやか,1,4682,waller
1456420,読書,どくしょ,3,4683,waller
1187290,仮,かり,1,4684,waller
1224080,飢える,うえる,2,4685,waller
1557580,鈴,すず,2,4686,waller
1612560,見過ごす,みすごす,3,4687,frequency
1383190,責任者,せきにんしゃ,3,4688,frequency
1214840,観光,かんこう,3,4689,waller
1326780,取り除く,とりのぞく,1,4690,waller
1372620,遂げる,とげる,1,4691,waller
1382990,積もる,つもる,3,4692,waller
1606680,沸く,わく,4,4693,waller
2011730,数少ない,かずすくない,3,4694,frequency
2255600,,であります,3,4695,frequency
1434250,低下,ていか,2,4696,waller
2840123,そんな中,そんななか,3,4697,frequency
1010680,,ひらひら,3,4698,frequency
1609410,恐る恐る,おそるおそる,3,4699,frequency
1071940,,スパイ,3,4700,frequency
1546990,陽気,ようき,3,4701,waller
1263860,現地,げんち,1,4702,waller
1138390,,ライン,3,4703,frequency
1366570,人員,じんいん,3,4704,frequency
1610950,長引く,ながびく,2,4705,waller
1164570,一帯,いったい,1,4706,waller
1444900,途絶える,とだえる,1,4707,waller
1957060,理,り,3,4708,frequency
2749060,全体的,ぜんたいてき,3,4709,frequency
1273370,公開,こうかい,1,4710,waller
1402380,装着,そうちゃく,3,4711,frequency
1214690,艦,かん,3,4712,frequency
1426370,昼寝,ひるね,2,4713,waller
1364770,神殿,しんでん,1,4714,waller
1037630,,カット,1,4715,waller
1566735,彷徨く,うろつく,3,4716,frequency
1590690,軽々,かるがる,3,4717,frequency
1444970,都会,とかい,3,4718,waller
1409200,体育,たいいく,3,4719,waller
1199060,解析,かいせき,3,4720,frequency
1037960,,カバー,2,4721,waller
1295030,済ます,すます,1,4722,waller
1449230,当分,とうぶん,3,4723,frequency
1349470,承諾,しょうだく,1,4724,waller
1550410,裏側,うらがわ,3,4725,frequency
1007120,,そわそわ,3,4726,frequency
2020520,常,つね,3,4727,frequency
1282680,鋼,はがね,3,4728,frequency
1369890,刃物,はもの,3,4729,frequency
1386370,説,せつ,3,4730,waller
1499690,封筒,ふうとう,4,4731,audit
1073660,,スムーズ,3,4732,frequency
1408540,妥当,だとう,2,4733,waller
1257280,嫌悪,けんお,3,4734,frequency
1709220,数十,すうじゅう,3,4735,frequency
1410710,怠る,おこたる,2,4736,waller
1420400,知らせ,しらせ,3,4737,waller
1598750,年寄り,としより,3,4738,waller
1075270,,ソース,1,4739,waller
1161550,一環,いっかん,3,4740,frequency
1487540,必須,ひっす,3,4741,frequency
1515950,奉仕,ほうし,1,4742,waller
1538770,諭す,さとす,3,4743,frequency
1247010,繰り返し,くりかえし,3,4744,frequency
1219960,幾つ,いくつ,5,4745,waller
1169180,引き戻す,ひきもどす,3,4746,frequency
1633690,段,だん,3,4747,waller
1253890,欠かす,かかす,3,4748,frequency
1410540,待ち受ける,まちうける,3,4749,frequency
1392540,鮮明,せんめい,3,4750,frequency
1073210,,スポーツ,5,4751,waller
1221950,気温,きおん,3,4752,waller
1358430,食器,しょっき,2,4753,waller
1603520,仄か,ほのか,3,4754,frequency
1612500,寝ぼける,ねぼける,3,4755,frequency
1565750,埃,ほこり,3,4756,waller
1235870,卿,きょう,3,4757,frequency
1565940,奢る,おごる,3,4758,frequency
2857913,驕る,おごる,1,4759,waller
1595140,侵攻,しんこう,3,4760,frequency
1371170,推薦,すいせん,3,4761,waller
1585000,翌朝,よくあさ,3,4762,frequency
1580480,丈夫,じょうぶ,5,4763,waller
1529370,眠り,ねむり,3,4764,frequency
1156700,意図的,いとてき,3,4765,frequency
1294400,彩る,いろどる,3,4766,frequency
1115630,,プラス,3,4767,waller
1049110,,コーナー,1,4768,waller
1413330,大気,たいき,3,4769,waller
